post,sentiment
"El videojuego fue mismo. Por otra parte, sin características especiales.",Neutral
"La entrega se puede considerar ni para bien ni para mal, considerando todo, no es nada del otro mundo.",Neutral
"La asistencia técnica no pasó de del montón, es lo que hay.",Neutral
"El mantenimiento lo encontré aceptable. Personalmente, cumple su función.",Neutral
La reparación es simplemente sin pena ni gloria.,Neutral
"El mantenimiento lo encontré ni para bien ni para mal, pero lo que se esperaría normalmente.",Neutral
"La estancia me pareció común, y en realidad lo mismo de siempre.",Neutral
"El funcionamiento lo calificaría como así así. Sin embargo, cumple pero sin destacar.",Neutral
"La conferencia se mantuvo masomenos, pero sin grandes virtudes ni defectos.",Neutral
"El evento es más bien regular. Personalmente, dentro de lo esperado.",Neutral
La tienda se puede considerar masomenos.,Neutral
"La película es bastante común. No obstante, no es nada del otro mundo.",Neutral
La serie es más bien sin novedad.,Neutral
El funcionamiento estaba mismo.,Neutral
La reparación es más bien estándar.,Neutral
"El envío es apenas pasable. No obstante, ni lo mejor ni lo peor.",Neutral
"La interfaz lo calificaría como ni frío ni calor. No obstante, como la mayoría.",Neutral
El hotel estaba regular; no es para tanto.,Neutral
La película es aceptable.,Neutral
La película es bastante estándar.,Neutral
"El programa se puede considerar regular. No obstante, ni impresiona ni decepciona.",Neutral
"La película lo calificaría como normal, pero cumple lo básico.",Neutral
"La velocidad es simplemente moderado. Personalmente, nada especial que destacar.",Neutral
"La reparación estaba sin novedad, y en realidad típico, ni más ni menos.",Neutral
La conferencia se mantuvo promedio.,Neutral
El televisor resultó pasable.,Neutral
La clase lo calificaría como pasable.,Neutral
El televisor no pasó de normal.,Neutral
"El mantenimiento lo encontré ni frío ni calor, si bien como cabría esperar.",Neutral
El restaurante es más bien ni para bien ni para mal.,Neutral
"La visita es apenas intermedio, pero tiene cosas buenas y malas.",Neutral
"La cafetería lo calificaría como más o menos. No obstante, ni impresiona ni decepciona.",Neutral
"El centro comercial resultó básico. Sin embargo, ni para tirar cohetes ni para quejarse.",Neutral
"El evento es simplemente ni fu ni fa. En general, no es para emocionarse ni para evitarlo.",Neutral
"El viaje lo encontré ni bueno ni malo, si bien cumple lo básico.",Neutral
El funcionamiento se puede considerar moderado.,Neutral
La atención es bastante intermedio; dentro de lo esperado.,Neutral
El televisor no pasó de correcto; ni lo mejor ni lo peor.,Neutral
"El soporte no pasó de ni para bien ni para mal, considerando todo, ni destaca ni decepciona.",Neutral
El aparato lo calificaría como adecuado.,Neutral
"La cafetería está suficiente, si bien algunos aspectos mejores que otros.",Neutral
El rendimiento es apenas mismo - lo mismo de siempre.,Neutral
La interfaz es más bien así así. ni destaca ni decepciona.,Neutral
"El juego es apenas promedio, pero ni impresiona ni decepciona.",Neutral
El producto no pasó de pasable.,Neutral
"El funcionamiento estaba así así. Por otra parte, ni destaca ni decepciona.",Neutral
"El producto es bastante sin novedad, y en realidad cumple lo básico.",Neutral
La tienda está como siempre - no me quejo pero tampoco lo recomendaría especialmente.,Neutral
"El producto es apenas funcional, si bien es lo que hay.",Neutral
El hotel está ni fu ni fa - no me quejo pero tampoco lo recomendaría especialmente.,Neutral
La jornada se mantuvo intermedio.,Neutral
La computadora es como siempre.,Neutral
La aplicación lo encontré correcto.,Neutral
"La película lo calificaría como correcto, si bien sin destacar particularmente.",Neutral
"El televisor es apenas suficiente, sin sorpresas.",Neutral
"La prenda se mantuvo promedio, considerando todo, lo usual.",Neutral
El concierto fue algo así así - cumple pero sin destacar.,Neutral
"La reparación fue algo adecuado. típico, ni más ni menos.",Neutral
La velocidad se puede considerar adecuado.,Neutral
"La jornada se mantuvo regular, y en realidad no es para tanto.",Neutral
"El juego me pareció ni bueno ni malo, pero lo que se esperaría normalmente.",Neutral
"La velocidad se puede considerar ni fu ni fa. Por otra parte, lo mismo de siempre.",Neutral
El mueble es bastante mediano.,Neutral
"El bar no pasó de ni bien ni mal, es lo que hay.",Neutral
"La aplicación fue aceptable, no me quejo pero tampoco lo recomendaría especialmente.",Neutral
"El juego me pareció común. En general, lo usual.",Neutral
"El producto es apenas mismo, pero nada especial que destacar.",Neutral
El hotel se mantuvo funcional.,Neutral
"La visita se mantuvo intermedio. Personalmente, lo típico.",Neutral
"El producto es ni fu ni fa, considerando todo, algunos aspectos mejores que otros.",Neutral
"La prenda es más bien masomenos. En general, ni impresiona ni decepciona.",Neutral
"El dispositivo es más bien ni para bien ni para mal. En general, sin grandes virtudes ni defectos.",Neutral
La calidad está moderado.,Neutral
El funcionamiento no pasó de estándar.,Neutral
"La visita se puede considerar ni bueno ni malo. Personalmente, ni impresiona ni decepciona.",Neutral
El televisor es bastante regular. no es para tanto.,Neutral
La potencia fue adecuado.,Neutral
La prenda estaba sin pena ni gloria; dentro de lo esperado.,Neutral
"El establecimiento está aceptable. Por otra parte, como cabría esperar.",Neutral
La experiencia estaba ni para bien ni para mal.,Neutral
La duración lo calificaría como mismo.,Neutral
"El aparato me pareció adecuado, y en realidad lo típico.",Neutral
El hotel fue algo mediano; nada especial que destacar.,Neutral
"La duración me pareció suficiente, pero dentro de lo esperado.",Neutral
El libro resultó tolerable - sin destacar particularmente.,Neutral
"El dispositivo lo calificaría como como siempre, considerando todo, lo que se esperaría normalmente.",Neutral
El hotel es simplemente sin novedad; no es para tanto.,Neutral
"La capacidad estaba más o menos, pero no es para emocionarse ni para evitarlo.",Neutral
"La visita estaba ni bueno ni malo, aunque lo típico.",Neutral
El tamaño se mantuvo ni bien ni mal - ni impresiona ni decepciona.,Neutral
La asistencia técnica lo encontré básico - no es nada del otro mundo.,Neutral
El programa me pareció ordinario.,Neutral
"La visita está pasable, si bien como cualquier otro.",Neutral
"El envío fue algo regular. En general, ni para tirar cohetes ni para quejarse.",Neutral
"La capacidad es ordinario, si bien ni más ni menos.",Neutral
"El espectáculo está pasable. Por otra parte, no me quejo pero tampoco lo recomendaría especialmente.",Neutral
La entrega está ni frío ni calor. lo usual.,Neutral
"La película no pasó de nada del otro mundo. No obstante, ni impresiona ni decepciona.",Neutral
"La computadora me pareció normal, y en realidad algunos aspectos mejores que otros.",Neutral
El tamaño resultó adecuado.,Neutral
La entrega resultó regular.,Neutral
"El curso se mantuvo mismo, pero ni lo mejor ni lo peor.",Neutral
"El mantenimiento está tolerable, aunque no es nada del otro mundo.",Neutral
"La jornada estaba ordinario, aunque ni destaca ni decepciona.",Neutral
"El viaje es ordinario, pero ni impresiona ni decepciona.",Neutral
El videojuego se mantuvo ni fu ni fa; ni impresiona ni decepciona.,Neutral
La capacidad fue algo regular.,Neutral
La conferencia no pasó de moderado.,Neutral
El rendimiento es apenas aceptable.,Neutral
El televisor no pasó de ni para bien ni para mal; sin sorpresas.,Neutral
"El mantenimiento lo encontré común, aunque cumple su función.",Neutral
"El centro comercial es bastante funcional, aunque podría ser mejor, podría ser peor.",Neutral
El supermercado está del montón.,Neutral
La prenda resultó pasable - lo usual.,Neutral
"El televisor me pareció aceptable. No obstante, ni impresiona ni decepciona.",Neutral
El trato lo encontré tolerable.,Neutral
La reunión es simplemente más o menos - no es nada del otro mundo.,Neutral
"El artículo lo calificaría como pasable. Personalmente, podría ser mejor, podría ser peor.",Neutral
"El bar me pareció ni bien ni mal. Sin embargo, no es para tanto.",Neutral
"La velocidad es apenas más o menos. Sin embargo, ni impresiona ni decepciona.",Neutral
El mueble es bastante del montón.,Neutral
El programa se mantuvo tolerable.,Neutral
"El mueble es más bien sin novedad. Personalmente, sin características destacables.",Neutral
"El restaurante estaba básico. En general, lo típico.",Neutral
"El artículo se mantuvo sin pena ni gloria, considerando todo, lo que se esperaría normalmente.",Neutral
"El funcionamiento fue estándar. Sin embargo, sin grandes virtudes ni defectos.",Neutral
El cine estaba aceptable.,Neutral
"La velocidad estaba suficiente, si bien podría ser mejor, podría ser peor.",Neutral
La serie es más o menos.,Neutral
"La interfaz se mantuvo ni bueno ni malo. Sin embargo, 50/50.",Neutral
"La clase estaba igual, y en realidad lo mismo de siempre.",Neutral
El videojuego fue algo pasable.,Neutral
El espectáculo fue mediano.,Neutral
La asistencia técnica se mantuvo regular - no es para tanto.,Neutral
La serie es bastante ni frío ni calor.,Neutral
"La visita es más bien mediano; podría ser mejor, podría ser peor.",Neutral
El curso es bastante funcional. no me quejo pero tampoco lo recomendaría especialmente.,Neutral
El espectáculo lo encontré nada del otro mundo; ni destaca ni decepciona.,Neutral
"El espectáculo es bastante ni frío ni calor, aunque ni para tirar cohetes ni para quejarse.",Neutral
La aplicación es más bien ni bueno ni malo. es lo que se ofrece habitualmente.,Neutral
"La reparación es simplemente mismo. Por otra parte, no es nada del otro mundo.",Neutral
La serie fue algo del montón.,Neutral
"El electrodoméstico lo calificaría como común. Sin embargo, ni más ni menos.",Neutral
"El libro es apenas ni bueno ni malo, si bien típico, ni más ni menos.",Neutral
"El espectáculo estaba del montón, aunque cumple pero sin destacar.",Neutral
"El libro es apenas ni bueno ni malo, si bien cumple pero sin destacar.",Neutral
"El curso se mantuvo aceptable. Personalmente, sin grandes virtudes ni defectos.",Neutral
"La clase es tolerable, considerando todo, lo típico.",Neutral
"El establecimiento es simplemente así así, pero lo usual.",Neutral
"El programa fue mismo. Personalmente, ni más ni menos.",Neutral
El centro comercial se puede considerar como siempre.,Neutral
"El tamaño lo encontré como siempre. Personalmente, como cualquier otro.",Neutral
El juego es apenas aceptable - es lo que hay.,Neutral
"El funcionamiento se mantuvo igual, pero ni más ni menos.",Neutral
El curso resultó común.,Neutral
El dispositivo lo calificaría como ni bien ni mal.,Neutral
"El concierto fue aceptable, ni más ni menos.",Neutral
El televisor no pasó de ni fu ni fa.,Neutral
El cine estaba ordinario.,Neutral
"El dispositivo es bastante como siempre, pero no es nada del otro mundo.",Neutral
"La tienda está ni para bien ni para mal. Personalmente, como la mayoría.",Neutral
"La computadora lo calificaría como ni frío ni calor. Sin embargo, tiene sus pros y contras por igual.",Neutral
"La prenda me pareció mismo. En general, es lo que se ofrece habitualmente.",Neutral
"La visita no pasó de del montón. No obstante, ni lo mejor ni lo peor.",Neutral
"La entrega es simplemente pasable. Por otra parte, sin características destacables.",Neutral
La potencia no pasó de adecuado.,Neutral
El dispositivo fue algo ni bueno ni malo.,Neutral
"El tamaño me pareció promedio, si bien ni lo mejor ni lo peor.",Neutral
"La aplicación es más bien ni frío ni calor. No obstante, ni para tirar cohetes ni para quejarse.",Neutral
El funcionamiento es apenas suficiente.,Neutral
"La clase lo calificaría como masomenos. En general, ni para tirar cohetes ni para quejarse.",Neutral
"El dispositivo es estándar. Personalmente, no es para tanto.",Neutral
"La experiencia es simplemente tolerable. En general, 50/50.",Neutral
"El centro comercial se puede considerar nada del otro mundo, dentro de lo esperado.",Neutral
La potencia lo calificaría como ordinario - ni para tirar cohetes ni para quejarse.,Neutral
"El servicio es simplemente común. Sin embargo, dentro de lo esperado.",Neutral
"La velocidad se mantuvo regular. En general, no es para emocionarse ni para evitarlo.",Neutral
La conferencia lo calificaría como suficiente.,Neutral
La potencia es apenas ni bien ni mal; lo que se esperaría normalmente.,Neutral
"La visita resultó ordinario, y en realidad ni más ni menos.",Neutral
"El diseño no pasó de ni bueno ni malo, aunque lo usual.",Neutral
"El rendimiento está pasable, considerando todo, no es para tanto.",Neutral
"El mantenimiento lo calificaría como así así. No obstante, ni impresiona ni decepciona.",Neutral
La estancia está ordinario; tiene sus pros y contras por igual.,Neutral
"La instalación lo encontré mismo. Sin embargo, cumple su función.",Neutral
"El videojuego es intermedio, aunque sin características especiales.",Neutral
El producto no pasó de sin pena ni gloria.,Neutral
"La película es apenas común, pero podría ser mejor, podría ser peor.",Neutral
"El electrodoméstico resultó común. Por otra parte, lo típico.",Neutral
"La potencia es simplemente mediano. Sin embargo, lo de siempre.",Neutral
La experiencia es bastante estándar.,Neutral
El mantenimiento está regular.,Neutral
"El trato está como siempre. En general, no es para tanto.",Neutral
"La jornada fue igual. Personalmente, 50/50.",Neutral
"La calidad estaba estándar, y en realidad ni lo mejor ni lo peor.",Neutral
La capacidad estaba tolerable; ni destaca ni decepciona.,Neutral
El aparato está común. ni para tirar cohetes ni para quejarse.,Neutral
"El rendimiento es mediano, pero lo mismo de siempre.",Neutral
"El funcionamiento es apenas ni para bien ni para mal, si bien lo usual.",Neutral
"El evento resultó común. No obstante, ni impresiona ni decepciona.",Neutral
"La velocidad se puede considerar nada del otro mundo. No obstante, cumple pero sin destacar.",Neutral
El mueble no pasó de ni para bien ni para mal.,Neutral
"El videojuego estaba pasable. Personalmente, ni lo mejor ni lo peor.",Neutral
"El electrodoméstico es más bien ordinario, considerando todo, cumple su función.",Neutral
"El televisor se puede considerar como siempre, pero típico, ni más ni menos.",Neutral
El smartphone se mantuvo ni fu ni fa.,Neutral
"El supermercado se puede considerar estándar, si bien es lo que hay.",Neutral
"El soporte resultó normal, pero sin destacar particularmente.",Neutral
La aplicación se puede considerar normal - como cabría esperar.,Neutral
"El evento me pareció moderado, dentro de lo esperado.",Neutral
"El juego estaba nada del otro mundo, si bien no es para tanto.",Neutral
"La cafetería no pasó de normal - podría ser mejor, podría ser peor.",Neutral
"La instalación es más bien ni bueno ni malo, sin características especiales.",Neutral
"El producto es más bien común, si bien lo mismo de siempre.",Neutral
"La conferencia es bastante mediano, podría ser mejor, podría ser peor.",Neutral
La reparación fue promedio.,Neutral
"El libro es apenas así así, aunque ni destaca ni decepciona.",Neutral
"El aparato es simplemente suficiente. Por otra parte, lo mismo de siempre.",Neutral
"El juego lo encontré estándar. Personalmente, cumple su función.",Neutral
El viaje se mantuvo mediano.,Neutral
"La capacidad es más bien promedio, y en realidad ni destaca ni decepciona.",Neutral
La asistencia técnica se mantuvo ni bien ni mal.,Neutral
"El espectáculo me pareció intermedio, y en realidad 50/50.",Neutral
El viaje está normal.,Neutral
La interfaz se mantuvo tolerable.,Neutral
"El diseño es apenas así así, considerando todo, cumple su función.",Neutral
El diseño se mantuvo nada del otro mundo.,Neutral
"El producto resultó normal, si bien se mantiene en la media.",Neutral
El artículo lo calificaría como más o menos. lo que se esperaría normalmente.,Neutral
"El viaje estaba igual. En general, cumple lo básico.",Neutral
"El juego es apenas adecuado. Sin embargo, sin grandes virtudes ni defectos.",Neutral
"El tamaño es bastante aceptable, si bien tiene sus pros y contras por igual.",Neutral
"La asistencia técnica se puede considerar ordinario, si bien justo en el medio.",Neutral
"El aparato es simplemente básico, si bien típico, ni más ni menos.",Neutral
El dispositivo lo encontré así así; justo en el medio.,Neutral
La computadora es bastante ni frío ni calor. no me quejo pero tampoco lo recomendaría especialmente.,Neutral
La capacidad está moderado.,Neutral
"La conferencia no pasó de suficiente, tiene cosas buenas y malas.",Neutral
La reparación lo encontré normal.,Neutral
El videojuego es más bien funcional.,Neutral
"La tienda es bastante ni bien ni mal, considerando todo, como cabría esperar.",Neutral
El dispositivo está igual.,Neutral
"El electrodoméstico es simplemente sin pena ni gloria, tiene cosas buenas y malas.",Neutral
"El hotel fue algo básico, si bien se mantiene en la media.",Neutral
"El viaje se mantuvo intermedio. Por otra parte, ni para tirar cohetes ni para quejarse.",Neutral
"El electrodoméstico me pareció intermedio, lo usual.",Neutral
La prenda se mantuvo ni para bien ni para mal.,Neutral
"El diseño es más bien adecuado, considerando todo, cumple su función.",Neutral
"El curso fue algo ni bueno ni malo. Por otra parte, lo de siempre.",Neutral
"El trato me pareció del montón. Por otra parte, sin destacar particularmente.",Neutral
"El centro comercial es más bien normal, y en realidad sin sorpresas.",Neutral
"El concierto es apenas más o menos, 50/50.",Neutral
"El supermercado estaba ni para bien ni para mal, ni impresiona ni decepciona.",Neutral
"La velocidad estaba ni bueno ni malo. No obstante, sin destacar particularmente.",Neutral
"La asistencia técnica es apenas correcto, pero es lo que hay.",Neutral
"El diseño está ni bueno ni malo, tiene sus pros y contras por igual.",Neutral
El mantenimiento es bastante ordinario.,Neutral
"El espectáculo es más bien sin pena ni gloria. Por otra parte, lo que se esperaría normalmente.",Neutral
El espectáculo está pasable - lo mismo de siempre.,Neutral
"La asistencia técnica se puede considerar funcional. En general, lo mismo de siempre.",Neutral
"El hotel es bastante común, si bien típico, ni más ni menos.",Neutral
"El programa no pasó de sin pena ni gloria, pero como cabría esperar.",Neutral
El concierto me pareció aceptable.,Neutral
La potencia resultó pasable - justo en el medio.,Neutral
El funcionamiento es simplemente mismo.,Neutral
"El televisor me pareció más o menos, considerando todo, lo que se esperaría normalmente.",Neutral
"La atención no pasó de ni para bien ni para mal. En general, no me quejo pero tampoco lo recomendaría especialmente.",Neutral
El espectáculo es más bien correcto. tiene sus pros y contras por igual.,Neutral
El dispositivo es simplemente igual. lo que se esperaría normalmente.,Neutral
La visita no pasó de normal. ni para tirar cohetes ni para quejarse.,Neutral
"El mueble no pasó de ni bien ni mal, considerando todo, se mantiene en la media.",Neutral
La cafetería fue como siempre. ni destaca ni decepciona.,Neutral
"La interfaz lo calificaría como básico, considerando todo, podría ser mejor, podría ser peor.",Neutral
"El funcionamiento me pareció aceptable. En general, típico, ni más ni menos.",Neutral
El envío está normal.,Neutral
"El smartphone es más bien ordinario. Por otra parte, lo de siempre.",Neutral
El aparato es más bien igual.,Neutral
"El diseño es apenas básico, considerando todo, 50/50.",Neutral
"La estancia lo encontré sin pena ni gloria, y en realidad sin grandes virtudes ni defectos.",Neutral
La clase no pasó de suficiente.,Neutral
El producto se puede considerar adecuado.,Neutral
El aparato se mantuvo sin pena ni gloria.,Neutral
"El envío lo encontré más o menos. Por otra parte, nada especial que destacar.",Neutral
El mueble es simplemente ni bueno ni malo.,Neutral
El establecimiento es apenas intermedio.,Neutral
"El servicio fue como siempre, si bien no es para emocionarse ni para evitarlo.",Neutral
"La experiencia se puede considerar más o menos. En general, ni lo mejor ni lo peor.",Neutral
"La entrega es apenas como siempre. Personalmente, tiene cosas buenas y malas.",Neutral
"La visita está básico, pero sin características destacables.",Neutral
"El televisor es sin pena ni gloria. No obstante, sin grandes virtudes ni defectos.",Neutral
"El soporte lo calificaría como promedio, ni más ni menos.",Neutral
El videojuego es aceptable.,Neutral
"La computadora se puede considerar tolerable, aunque como la mayoría.",Neutral
"La computadora se mantuvo funcional. Personalmente, lo típico.",Neutral
El espectáculo no pasó de así así.,Neutral
"El videojuego es nada del otro mundo. Personalmente, como la mayoría.",Neutral
"El cine es apenas normal. No obstante, lo mismo de siempre.",Neutral
La sesión fue algo normal.,Neutral
La prenda lo calificaría como ni para bien ni para mal.,Neutral
El dispositivo es bastante pasable.,Neutral
El viaje se mantuvo ni para bien ni para mal. lo usual.,Neutral
La jornada está ni fu ni fa; sin características destacables.,Neutral
El rendimiento fue adecuado.,Neutral
El supermercado fue ni fu ni fa.,Neutral
"El supermercado está funcional, si bien no es para emocionarse ni para evitarlo.",Neutral
"El diseño está estándar. En general, tiene sus pros y contras por igual.",Neutral
"El espectáculo es apenas mismo, dentro de lo esperado.",Neutral
El hotel me pareció moderado; cumple su función.,Neutral
La experiencia se mantuvo promedio.,Neutral
El mantenimiento es simplemente regular; dentro de lo esperado.,Neutral
El restaurante es más bien ni bueno ni malo.,Neutral
El producto me pareció común.,Neutral
"La cafetería fue algo sin novedad. Por otra parte, sin características destacables.",Neutral
La reunión fue común.,Neutral
"La reunión está ni bueno ni malo, pero típico, ni más ni menos.",Neutral
"La calidad es más bien ni frío ni calor, pero se mantiene en la media.",Neutral
El supermercado es bastante sin novedad - no es para tanto.,Neutral
"El funcionamiento estaba ni fu ni fa. Sin embargo, dentro de lo esperado.",Neutral
"El restaurante es más bien ni frío ni calor. Por otra parte, justo en el medio.",Neutral
"El diseño es más bien común, y en realidad ni para tirar cohetes ni para quejarse.",Neutral
"El viaje resultó mismo. Sin embargo, sin sorpresas.",Neutral
La aplicación es así así.,Neutral
La reparación se puede considerar ni bueno ni malo. sin sorpresas.,Neutral
La entrega estaba suficiente.,Neutral
"La visita se mantuvo normal, si bien ni para tirar cohetes ni para quejarse.",Neutral
"La conferencia es del montón. Por otra parte, lo típico.",Neutral
La calidad es más bien mediano.,Neutral
La asistencia técnica se puede considerar pasable.,Neutral
La jornada no pasó de mediano.,Neutral
"El espectáculo resultó común, si bien ni destaca ni decepciona.",Neutral
"La sesión fue algo ni bueno ni malo. En general, lo que se esperaría normalmente.",Neutral
"La reunión fue tolerable. No obstante, ni para tirar cohetes ni para quejarse.",Neutral
La interfaz está básico.,Neutral
"La instalación fue algo ni bien ni mal. Por otra parte, sin sorpresas.",Neutral
La asistencia técnica se mantuvo como siempre.,Neutral
"El supermercado fue como siempre. Personalmente, es lo que hay.",Neutral
"El soporte estaba sin pena ni gloria. En general, cumple lo básico.",Neutral
"El evento es apenas pasable, pero lo mismo de siempre.",Neutral
La tienda es bastante regular - ni impresiona ni decepciona.,Neutral
La reunión no pasó de adecuado.,Neutral
"El programa resultó ni bien ni mal, y en realidad ni destaca ni decepciona.",Neutral
El cine resultó ordinario.,Neutral
"El espectáculo fue funcional, pero sin sorpresas.",Neutral
La interfaz fue algo intermedio.,Neutral
La jornada está nada del otro mundo.,Neutral
"La cafetería es apenas del montón, considerando todo, dentro de lo esperado.",Neutral
La calidad es masomenos; no es para emocionarse ni para evitarlo.,Neutral
"La sesión es bastante igual. Por otra parte, nada especial que destacar.",Neutral
"El juego se puede considerar aceptable, pero justo en el medio.",Neutral
El curso resultó promedio.,Neutral
El electrodoméstico es simplemente ni bueno ni malo.,Neutral
La interfaz es bastante moderado.,Neutral
"La tienda se mantuvo ni bueno ni malo. Por otra parte, lo de siempre.",Neutral
El rendimiento es más bien igual - lo de siempre.,Neutral
"La capacidad está sin novedad, considerando todo, no es nada del otro mundo.",Neutral
El viaje es como siempre. sin características especiales.,Neutral
"El diseño se puede considerar normal. Sin embargo, no es para tanto.",Neutral
El videojuego fue funcional.,Neutral
La aplicación lo encontré normal. lo que se esperaría normalmente.,Neutral
"La aplicación es apenas adecuado. Por otra parte, 50/50.",Neutral
"El videojuego resultó sin pena ni gloria. Personalmente, ni lo mejor ni lo peor.",Neutral
"El rendimiento es simplemente ni para bien ni para mal, pero como cualquier otro.",Neutral
La computadora lo calificaría como ni bien ni mal.,Neutral
"El trato es apenas ni bien ni mal, aunque sin sorpresas.",Neutral
La jornada es funcional.,Neutral
"El diseño fue estándar, si bien no es para tanto.",Neutral
El libro resultó mismo.,Neutral
El viaje lo encontré más o menos.,Neutral
"El envío fue algo ni bueno ni malo, tiene cosas buenas y malas.",Neutral
La reunión fue algo sin novedad.,Neutral
"El bar fue algo sin novedad, y en realidad sin características destacables.",Neutral
"El mantenimiento resultó del montón. Sin embargo, lo que se esperaría normalmente.",Neutral
El viaje se mantuvo tolerable.,Neutral
"La capacidad lo encontré básico. Por otra parte, algunos aspectos mejores que otros.",Neutral
"El establecimiento fue algo básico; típico, ni más ni menos.",Neutral
La prenda se mantuvo estándar; lo usual.,Neutral
"La reunión es masomenos, considerando todo, típico, ni más ni menos.",Neutral
"El producto me pareció pasable - podría ser mejor, podría ser peor.",Neutral
"El centro comercial está ni para bien ni para mal, considerando todo, no es para tanto.",Neutral
El dispositivo estaba sin pena ni gloria.,Neutral
"La entrega fue del montón. Sin embargo, no me quejo pero tampoco lo recomendaría especialmente.",Neutral
El diseño es bastante regular; sin grandes virtudes ni defectos.,Neutral
El supermercado es básico.,Neutral
"La asistencia técnica es simplemente masomenos. Por otra parte, es lo que hay.",Neutral
El restaurante se mantuvo intermedio.,Neutral
La calidad es más bien básico.,Neutral
"El mantenimiento es funcional. Personalmente, lo que se esperaría normalmente.",Neutral
El rendimiento fue promedio. justo en el medio.,Neutral
La prenda es apenas ni bueno ni malo.,Neutral
La conferencia se mantuvo tolerable; como cabría esperar.,Neutral
La sesión fue aceptable.,Neutral
"El mantenimiento fue algo adecuado, pero es lo que se ofrece habitualmente.",Neutral
"El concierto no pasó de más o menos. Por otra parte, ni para tirar cohetes ni para quejarse.",Neutral
El concierto estaba ordinario. ni destaca ni decepciona.,Neutral
El evento no pasó de masomenos; no es para emocionarse ni para evitarlo.,Neutral
El videojuego lo encontré moderado.,Neutral
"El videojuego no pasó de del montón, y en realidad como cualquier otro.",Neutral
"El curso se mantuvo ni bueno ni malo, si bien nada especial que destacar.",Neutral
"El local es apenas del montón. Personalmente, ni para tirar cohetes ni para quejarse.",Neutral
"La jornada lo calificaría como ni bien ni mal, justo en el medio.",Neutral
La reunión es simplemente así así - lo que se esperaría normalmente.,Neutral
"La velocidad es más bien estándar, si bien sin características destacables.",Neutral
El rendimiento es apenas adecuado.,Neutral
La reunión me pareció promedio.,Neutral
El evento es más bien suficiente.,Neutral
El funcionamiento estaba común.,Neutral
La tienda es apenas masomenos.,Neutral
"La sesión me pareció nada del otro mundo, ni destaca ni decepciona.",Neutral
La clase me pareció básico.,Neutral
"El aparato estaba ni bueno ni malo. En general, justo en el medio.",Neutral
"La conferencia no pasó de funcional. En general, algunos aspectos mejores que otros.",Neutral
La interfaz estaba adecuado; no es para tanto.,Neutral
La reparación estaba intermedio.,Neutral
El funcionamiento se puede considerar promedio.,Neutral
"El viaje es más bien básico. Personalmente, típico, ni más ni menos.",Neutral
"El dispositivo es bastante básico, si bien cumple lo básico.",Neutral
"La sesión está intermedio, aunque cumple lo básico.",Neutral
El artículo me pareció ni bien ni mal.,Neutral
El libro se mantuvo nada del otro mundo.,Neutral
"El artículo no pasó de ni frío ni calor. No obstante, ni para tirar cohetes ni para quejarse.",Neutral
El espectáculo es bastante tolerable - dentro de lo esperado.,Neutral
La interfaz estaba nada del otro mundo.,Neutral
"El cine es funcional. No obstante, 50/50.",Neutral
"El producto lo calificaría como ni bueno ni malo. No obstante, cumple su función.",Neutral
"El dispositivo no pasó de sin pena ni gloria. Sin embargo, no es nada del otro mundo.",Neutral
"El dispositivo lo encontré masomenos. Personalmente, sin destacar particularmente.",Neutral
"El envío es básico, pero dentro de lo esperado.",Neutral
"La aplicación es apenas básico. Personalmente, justo en el medio.",Neutral
"El curso se puede considerar promedio, y en realidad lo mismo de siempre.",Neutral
"El televisor es apenas tolerable. En general, sin destacar particularmente.",Neutral
El videojuego lo calificaría como sin novedad; sin destacar particularmente.,Neutral
"El hotel me pareció mediano, ni lo mejor ni lo peor.",Neutral
El dispositivo es mismo.,Neutral
El bar está ni frío ni calor.,Neutral
"El televisor es apenas pasable, aunque ni más ni menos.",Neutral
El juego es apenas mismo. no es nada del otro mundo.,Neutral
El espectáculo se puede considerar suficiente.,Neutral
El rendimiento es apenas básico.,Neutral
"La película fue algo normal, pero sin sorpresas.",Neutral
El envío no pasó de adecuado.,Neutral
"El evento es más bien básico, sin sorpresas.",Neutral
"El electrodoméstico me pareció común. Por otra parte, nada especial que destacar.",Neutral
"El juego se mantuvo suficiente, si bien cumple su función.",Neutral
El producto estaba pasable. ni para tirar cohetes ni para quejarse.,Neutral
La experiencia lo calificaría como mediano - justo en el medio.,Neutral
"El funcionamiento es más bien ni para bien ni para mal. No obstante, ni lo mejor ni lo peor.",Neutral
"El trato es bastante funcional. Por otra parte, es lo que hay.",Neutral
"La estancia está normal, considerando todo, lo de siempre.",Neutral
"El juego se mantuvo ni fu ni fa, aunque ni para tirar cohetes ni para quejarse.",Neutral
"El mantenimiento es sin pena ni gloria, y en realidad como cualquier otro.",Neutral
"El evento es más bien ni frío ni calor, pero nada especial que destacar.",Neutral
"El soporte fue ni bueno ni malo, aunque lo usual.",Neutral
"El restaurante se puede considerar suficiente, pero lo mismo de siempre.",Neutral
La jornada fue ni bueno ni malo.,Neutral
"El aparato es simplemente correcto. Personalmente, no es para emocionarse ni para evitarlo.",Neutral
La jornada se mantuvo común - cumple lo básico.,Neutral
El funcionamiento resultó masomenos.,Neutral
La atención es más bien ni para bien ni para mal.,Neutral
"La prenda se puede considerar sin pena ni gloria, aunque ni impresiona ni decepciona.",Neutral
